2122011491	1.554765	3.786877	0.060712	0.713576	8
2122011466	1.551598	0.614012	0.011790	-0.364206	3
2122011468	1.551886	2.628288	0.049709	-0.431889	9
2122011470	1.552174	0.634570	0.011819	-0.356603	3
2122011472	1.552462	2.693076	0.049382	-0.378551	8
2122011475	1.552750	0.651509	0.011759	-0.346470	3
2122011477	1.553038	2.766707	0.049138	-0.323596	7
2122011479	1.553326	0.727285	0.012707	-0.365365	0
2122011482	1.553614	2.809383	0.048278	-0.262141	8
2122011484	1.553902	0.863966	0.014598	-0.409007	1
2122011486	1.554190	2.874583	0.047742	-0.201038	10
2122011489	1.554477	0.948134	0.015474	-0.422193	2
2122011491	1.554765	2.914458	0.046725	-0.135930	11
2122011493	1.555053	1.061020	0.016705	-0.443236	3
2122011495	1.555341	3.006830	0.046474	-0.069818	13
2122011498	1.555629	1.065514	0.016162	-0.416117	6
2122011500	1.555917	3.081659	0.045855	0.000000	8
2122011502	1.556205	2.260660	0.032988	-0.822900	7
2122011505	1.556493	3.160825	0.045212	0.073393	8
2122011507	1.556781	2.303797	0.032290	-0.778525	9
2122011509	1.557069	3.234180	0.044398	0.150837	8
2122011512	1.557357	2.351934	0.031610	-0.733963	8
2122011514	1.557645	3.303646	0.043449	0.231033	10
2122011516	1.557933	2.385654	0.030689	-0.684132	9
2122011518	1.558221	3.420873	0.043020	0.319177	7
2122011521	1.558509	2.426057	0.029811	-0.635155	8
2122011523	1.558797	3.480033	0.041759	0.406992	10
2122011525	1.559085	2.465561	0.028876	-0.584237	7
2122011528	1.559373	3.582556	0.040926	0.503528	10
2122011530	1.559661	2.550851	0.028405	-0.542234	6
2122011532	1.559949	3.674519	0.039860	0.603737	9
2122011535	1.560237	2.598140	0.027435	-0.489542	9
2122011537	1.560525	3.798956	0.039021	0.715798	8
2122011512	1.557357	0.608910	0.008184	-0.361146	3
2122011514	1.557654	2.634451	0.034625	-0.432862	8
2122011516	1.557951	0.634627	0.008153	-0.356603	3
2122011518	1.558247	2.701239	0.033899	-0.379664	10
2122011521	1.558544	0.670990	0.008222	-0.356798	4
2122011523	1.558841	2.762973	0.033034	-0.323131	7
2122011525	1.559138	0.818488	0.009543	-0.411148	0
2122011528	1.559434	2.807626	0.031902	-0.261955	8
2122011530	1.559731	0.892958	0.009881	-0.422697	1
2122011532	1.560028	2.868828	0.030895	-0.200620	14
2122011535	1.560324	0.939073	0.009834	-0.418125	2
2122011537	1.560621	2.918677	0.029699	-0.136117	9
2122011539	1.560918	1.050027	0.010373	-0.438611	2
2122011542	1.561214	3.003053	0.028776	-0.069725	14
2122011544	1.561511	1.069317	0.009929	-0.417572	8
2122011546	1.561808	3.091875	0.027792	0.000000	7
2122011548	1.562105	2.253298	0.019586	-0.820164	6
2122011551	1.562401	3.157038	0.026504	0.073300	8
2122011553	1.562698	2.300158	0.018628	-0.777244	7
2122011555	1.562995	3.228393	0.025187	0.150558	8
2122011558	1.563291	2.350171	0.017638	-0.733368	9
2122011560	1.563588	3.305841	0.023830	0.231173	10
2122011562	1.563885	2.381950	0.016463	-0.683029	9
2122011565	1.564182	3.417086	0.022604	0.318805	7
2122011567	1.564478	2.435866	0.015390	-0.637687	7
2122011569	1.564775	3.484193	0.020980	0.407457	11
2122011571	1.565072	2.473474	0.014160	-0.586082	6
2122011574	1.565368	3.590659	0.019490	0.504642	10
2122011576	1.565665	2.539238	0.013030	-0.539739	7
2122011578	1.565962	3.678639	0.017785	0.604385	10
2122011581	1.566258	2.600224	0.011800	-0.489912	7
2122011583	1.566555	3.799122	0.016113	0.715798	6
2122011558	1.563291	0.624429	0.004686	-0.370327	3
2122011560	1.563579	2.634610	0.019014	-0.432862	8
2122011562	1.563867	0.634665	0.004398	-0.356603	3
2122011565	1.564155	2.695450	0.017901	-0.378829	11
2122011567	1.564443	0.653368	0.004151	-0.347409	3
2122011569	1.564731	2.755174	0.016710	-0.322202	7
2122011571	1.565019	0.739894	0.004274	-0.371649	0
2122011574	1.565307	2.803782	0.015390	-0.261584	8
2122011576	1.565595	0.869500	0.004522	-0.411574	1
2122011578	1.565883	2.872950	0.014115	-0.200899	13
2122011581	1.566171	0.950077	0.004394	-0.423006	2
2122011583	1.566459	2.924794	0.012685	-0.136396	8
2122011585	1.566747	1.051915	0.004259	-0.439382	2
2122011588	1.567035	2.999171	0.011280	-0.069632	14
2122011590	1.567323	1.063768	0.003695	-0.415390	9
2122011592	1.567611	3.079984	0.009810	0.000000	8
2122011595	1.567899	2.257132	0.006539	-0.821532	7
2122011597	1.568187	3.165136	0.008259	0.073485	8
2122011599	1.568475	2.302122	0.005344	-0.777884	9
2122011601	1.568763	3.230483	0.006569	0.150651	7
2122011604	1.569051	2.344506	0.004092	-0.731580	9
2122011606	1.569339	3.299938	0.004809	0.230754	8
2122011608	1.569627	2.389695	0.002794	-0.685234	10
2122011611	1.569915	3.417159	0.003012	0.318805	7
2122011613	1.570203	2.430110	0.001442	-0.636168	9
2122011615	1.570491	3.494189	0.001067	0.408618	13
2122011618	1.570779	2.465730	0.000043	-0.584237	7
2122011620	1.571067	3.586751	-0.000970	0.504085	11
2122011622	1.571355	2.545140	-0.001421	-0.540986	6
2122011624	1.571643	3.680654	-0.003116	0.604710	9
2122011627	1.571931	2.596318	-0.002945	-0.489172	9
2122011629	1.572219	3.799153	-0.005404	0.715798	8
2122011604	1.569051	0.617565	0.001078	-0.366247	3
2122011606	1.569339	2.632702	0.003837	-0.432538	8
2122011608	1.569627	0.643397	0.000752	-0.361501	3
2122011611	1.569915	2.701450	0.002381	-0.379664	7
2122011613	1.570203	0.671040	0.000398	-0.356798	4
2122011615	1.570491	2.771116	0.000846	-0.324060	7
2122011618	1.570779	0.784587	0.000014	-0.394091	0
2122011620	1.571067	2.807807	-0.000760	-0.261955	8
2122011622	1.571355	0.869512	-0.000486	-0.411574	1
2122011624	1.571643	2.876974	-0.002435	-0.201178	13
2122011627	1.571931	0.942778	-0.001070	-0.419752	2
2122011629	1.572219	2.912831	-0.004143	-0.135837	9
2122011631	1.572507	1.068531	-0.001828	-0.446320	3
2122011634	1.572795	3.011183	-0.006018	-0.069911	10
2122011636	1.573083	1.058182	-0.002419	-0.413208	12
2122011638	1.573371	3.083990	-0.007939	0.000000	8
2122011641	1.573659	2.255253	-0.006455	-0.820848	7
2122011643	1.573947	3.167131	-0.009978	0.073532	7
2122011645	1.574235	2.304010	-0.007922	-0.778525	8
2122011648	1.574523	3.230467	-0.012038	0.150651	8
2122011650	1.574811	2.350218	-0.009434	-0.733368	12
2122011652	1.575099	3.301906	-0.014206	0.230894	9
2122011654	1.575387	2.395439	-0.010996	-0.686888	8
2122011657	1.575675	3.423094	-0.016699	0.319362	7
2122011659	1.575963	2.428143	-0.012544	-0.635661	8
2122011661	1.576250	3.494137	-0.019058	0.408618	14
2122011664	1.576538	2.471527	-0.014192	-0.585621	7
2122011666	1.576826	3.582725	-0.021604	0.503528	11
2122011668	1.577114	2.554871	-0.016142	-0.543065	6
2122011671	1.577402	3.688469	-0.024367	0.606006	8
2122011673	1.577690	2.596258	-0.017899	-0.489172	9
2122011675	1.577978	3.797093	-0.027271	0.715428	8
2122011650	1.574811	0.621001	-0.002493	-0.368287	3
2122011652	1.575099	2.632681	-0.011326	-0.432538	8
2122011654	1.575387	0.639904	-0.002937	-0.359542	3
2122011657	1.575675	2.695478	-0.013149	-0.378829	9
2122011659	1.575963	0.649841	-0.003357	-0.345531	3
2122011661	1.576250	2.759156	-0.015049	-0.322667	8
2122011664	1.576538	0.793510	-0.004556	-0.398580	0
2122011666	1.576826	2.809747	-0.016943	-0.262141	7
2122011668	1.577114	0.856841	-0.005414	-0.405584	1
2122011671	1.577402	2.870927	-0.018966	-0.200759	13
2122011673	1.577690	0.937275	-0.006462	-0.417312	2
2122011675	1.577978	2.924746	-0.021006	-0.136396	8
2122011677	1.578266	1.101721	-0.008230	-0.460195	4
2122011680	1.578554	3.011098	-0.023361	-0.069911	11
2122011682	1.578842	1.060014	-0.008529	-0.413935	13
2122011684	1.579130	3.087893	-0.025735	0.000000	7
2122011687	1.579418	2.255178	-0.019444	-0.820848	7
2122011689	1.579706	3.171020	-0.028254	0.073625	7
2122011691	1.579994	2.305821	-0.021209	-0.779165	8
2122011694	1.580282	3.230344	-0.030644	0.150651	8
2122011696	1.580570	2.353943	-0.023008	-0.734559	10
2122011698	1.580858	3.305760	-0.033263	0.231173	9
